nom,diplome,statut,ville,nombre_etoiles,nombre_commentaires,classement,mention,specialite,adresse,taux_reussite_bac,taux_mentions_bac,effectifs_terminale,classement_lycees_generaux_technos,classement_lycees_pros
Lycée privé Saint Pierre - Saint Paul (voie générale et technologique),Privé,Polyvalent,Langogne,2.8,(32),7.0,58.0,5.0,Langogne 1 rue du Collège 48300 Langogne,95.0,58.0,112.0,11.7,12.3
Lycée privé Sacré-Coeur (voie générale et technologique),Privé,Polyvalent,Saint-Chély-d'Apcher,3.8,(6),6.0,70.0,4.0,Saint-Chély-d'Apcher 43 avenue de la Gare 48200 Saint-Chély-d'Apcher,93.0,70.0,96.0,11.8,12.4
Lycée polyvalent Portes de l'Oisans,Public,Polyvalent,Vizille,3.3,(16),18.0,66.0,11.0,Vizille 960 avenue Aristide Briand 38220 Vizille,96.0,66.0,391.0,14.1,12.9
Lycée Sainte-Anne - Saint-Louis,Privé,Polyvalent,Sainte-Anne-d'Auray,3.9,(13),25.0,64.0,10.0,Sainte-Anne-d'Auray 2 rue de Locmaria (lycée) 56400 Sainte-Anne-d'Auray,95.0,64.0,258.0,11.8,8.3
Lycée polyvalent privé les Bressis,Privé,Polyvalent,Annecy,3.0,(10),13.0,59.0,7.0,"Annecy 85 route des Creuses Seynod, CS 30012 74601 Annecy",93.0,59.0,161.0,13.8,12.9
Lycée l'Astrée,Public,Général,Boën-sur-Lignon,3.3,(17),16.0,66.0,7.0,Boën-sur-Lignon 16 rue Arquillière 42130 Boën-sur-Lignon,97.0,66.0,77.0,11.0,14.2
Lycée polyvalent Jean Monnet,Public,Polyvalent,Yzeure,3.1,(11),14.0,44.0,4.0,Yzeure 39 place Jules Ferry BP 5 03401 Yzeure cedex,81.0,44.0,270.0,9.8,7.4
Lycée polyvalent Mont-Blanc René Dayve,Public,Polyvalent,Passy,3.7,(11),15.0,59.0,9.0,Passy allée des étudiants 74190 Passy,94.0,59.0,370.0,10.6,13.5
Lycée privé La Providence Nicolas Barré,Privé,Général,Le Mesnil-Esnard,2.6,(14),13.0,76.0,8.0,Le Mesnil-Esnard 6 rue Neuvillette 76240 Le Mesnil-Esnard,98.0,76.0,156.0,14.4,14.4
Lycée polyvalent Jean Baptiste Colbert,Public,Polyvalent,Lorient,3.1,(13),18.0,61.0,11.0,Lorient 117 boulevard Léon Blum BP 2135 56321 Lorient,94.0,61.0,331.0,13.0,12.8
Lycée des métiers de l'ingénierie et des créations industrielles Georges Baumont,Public,Polyvalent,Saint-Dié-des-Vosges,3.3,(8),2.0,72.0,5.0,Saint-Dié-des-Vosges 32 rue de l'Orme 88100 Saint-Dié-des-Vosges,96.0,72.0,186.0,15.0,16.5
Lycée Chaptal,Public,Général,Mende,3.2,(12),4.0,65.0,10.0,Mende Avenue Paulin Daudé 48001 Mende,98.0,65.0,135.0,14.1,12.9
Lycée Théophile Roussel (voie générale et technologique),Public,Polyvalent,Saint-Chély-d'Apcher,4.2,(7),2.0,81.0,7.0,Saint-Chély-d'Apcher 15 rue DU DOCTEUR YVES DALLE 48200 Saint-Chély-d'Apcher,100.0,81.0,87.0,15.7,16.7
Lycée général privé Saint-Pierre,Privé,Général,Cusset,3.2,(12),11.0,62.0,8.0,Cusset 26 allée Pierre Berthomier BP 138 03304 Cusset,96.0,62.0,100.0,10.8,10.2
Lycée général privé Saint-Benoît,Privé,Général,Moulins,3.4,(10),9.0,53.0,7.0,Moulins 4 rue Achille Roche BP 806 03008 Moulins,94.0,53.0,35.0,4.6,11.2
Lycée polyvalent Anna de Noailles,Public,Polyvalent,Évian-les-Bains,3.2,(16),12.0,62.0,10.0,Évian-les-Bains 2 avenue ANNA DE NOAILLES 74500 Évian-les-Bains,96.0,62.0,246.0,13.8,13.2
Lycée Delamare-Deboutteville,Public,Polyvalent,Forges-les-Eaux,3.0,(13),14.0,59.0,9.0,Forges-les-Eaux 5 rue André Bertrand 76440 Forges-les-Eaux,95.0,59.0,289.0,14.0,10.6
Lycée général et technologique Emile Peytavin,Public,Général,Mende,2.2,(4),5.0,56.0,7.0,Mende 63 avenue du 11 Novembre BP 38 48001 Mende,96.0,56.0,117.0,13.0,7.1
Lycée polyvalent Ferdinand Buisson,Public,Polyvalent,Voiron,4.7,(18),16.0,71.0,7.0,Voiron 21 boulevard Edouard Kofler BP 209 38506 Voiron,91.0,71.0,406.0,14.3,11.3
Lycée Saint-Michel,Privé,Général,Saint-Étienne,3.3,(5),11.0,81.0,10.0,Saint-Étienne 4 rue Jules Vallès 42030 Saint-Étienne,99.0,81.0,170.0,11.7,15.0
Lycée privé Notre-Dame (voie générale et technologique),Privé,Polyvalent,Mende,3.7,(8),3.0,66.0,7.0,Mende Quartier FONTANILLES 48000 Mende,96.0,66.0,115.0,14.9,12.3
Lycée Alain René Lesage,Public,Général,Vannes,3.4,(9),16.0,60.0,13.0,Vannes 20 rue Winston Churchill BP 551 56017 Vannes,96.0,60.0,362.0,13.8,11.7
Lycée polyvalent privé Robin,Privé,Polyvalent,Vienne,3.7,(4),14.0,69.0,8.0,Vienne place Saint-Pierre BP 329 38204 Vienne,96.0,69.0,352.0,14.4,10.4
Lycée polyvalent Louis Lachenal,Public,Polyvalent,Annecy,4.1,(10),11.0,69.0,9.0,"Annecy 335 route de Champ Farçon Argonay, BP 38 74372 Annecy",95.0,69.0,477.0,13.9,8.5
Lycée polyvalent Paul Constans,Public,Polyvalent,Montluçon,3.3,(28),12.0,47.0,7.0,Montluçon Rue Christophe Thivrier BP 415 03107 Montluçon,88.0,47.0,421.0,10.7,9.3
Lycée polyvalent La Saulaie,Public,Polyvalent,Saint-Marcellin,2.9,(25),13.0,62.0,7.0,Saint-Marcellin la Saulaie BP 80 38162 Saint-Marcellin,94.0,62.0,276.0,14.7,10.3
Lycée polyvalent Saint-Jean Bosco - Les Cordeliers,Privé,Polyvalent,Cluses,3.3,(4),8.0,73.0,7.0,Cluses 11 rue Marcellin Berthelot BP 6 74301 Cluses,97.0,73.0,123.0,14.7,13.7
Lycée polyvalent Rémi Belleau,Public,Polyvalent,Nogent-le-Rotrou,3.8,(13),5.0,58.0,13.0,Nogent-le-Rotrou 33 rue Bretonnerie 28400 Nogent-le-Rotrou,95.0,58.0,314.0,13.5,8.0
Lycée et section d'enseignement professionnel Jean Macé,Public,Polyvalent,Lanester,3.9,(16),14.0,62.0,10.0,Lanester Rue Jean Paul Sartre BP 80107 56601 Lanester cedex,93.0,62.0,186.0,14.3,11.2
Lycée Albert Einstein (voie générale et technologique),Public,Polyvalent,Bagnols-sur-Cèze,3.1,(16),12.0,54.0,10.0,Bagnols-sur-Cèze 354 avenue Vigan Braquet BP 165 30205 Bagnols-sur-Cèze,89.0,54.0,562.0,13.3,6.6
Ensemble scolaire Jeanne d'Arc - Saint-Joseph (lycée),Privé,Général,Remiremont,3.4,(6),1.0,55.0,7.0,Remiremont 6 rue du Canton BP 20045 88202 Remiremont,93.0,55.0,74.0,14.3,16.9
Lycée général et technologique Louis Bertrand,Public,Général,Val de Briey,3.5,(10),19.0,63.0,8.0,Val de Briey 27 rue Albert de Briey 54150 Val de Briey,95.0,63.0,319.0,13.8,12.5
Lycée Dhuoda,Public,Général,Nîmes,3.7,(7),10.0,40.0,6.0,Nîmes 17 rue Dhuoda BP 71155 30913 Nîmes,87.0,40.0,288.0,13.7,8.4
Lycée général et technologique privé Saint-Joseph La Salle,Privé,Général,Thonon-les-Bains,3.1,(16),4.0,81.0,7.0,Thonon-les-Bains 16 avenue d'Evian CS 80074 74202 Thonon-les-Bains,100.0,81.0,189.0,15.2,12.3
Lycée polyvalent Roger Frison-Roche,Public,Polyvalent,Chamonix-Mont-Blanc,3.5,(18),2.0,82.0,8.0,Chamonix-Mont-Blanc Promenade du Fori BP 9 74401 Chamonix-Mont-Blanc,97.0,82.0,152.0,15.9,13.9
Lycée polyvalent Alfred Mézières,Public,Polyvalent,Longwy,2.8,(31),21.0,56.0,10.0,Longwy 3 avenue André Malraux BP 50018 54401 Longwy,89.0,56.0,550.0,13.6,3.9
Lycée Henri Loritz,Public,Général,Nancy,3.7,(23),31.0,66.0,5.0,Nancy 29 rue des Jardiniers CS 34218 54042 Nancy,94.0,66.0,433.0,12.4,11.6
Lycée polyvalent Emmanuel Mounier,Public,Polyvalent,Grenoble,4.4,(3),12.0,41.0,11.0,Grenoble 6 avenue MARCELIN BERTHELOT 38029 Grenoble,88.0,41.0,294.0,14.7,10.5
Lycée Pierre de Coubertin,Public,Polyvalent,Bolbec,3.1,(8),10.0,57.0,4.0,Bolbec 130 bis rue Georges Clemenceau BP 50097 76210 Bolbec,92.0,57.0,144.0,11.7,14.7
Lycée Jeanne d'Arc,Public,Général,Nancy,3.6,(13),39.0,64.0,7.0,Nancy 16 rue PIERRE FOURIER 54000 Nancy,96.0,64.0,336.0,11.7,8.1
Lycée polyvalent Stanislas,Public,Polyvalent,Villers-lès-Nancy,3.1,(15),29.0,61.0,7.0,Villers-lès-Nancy 468 rue DE VANDOEUVRE 54600 Villers-lès-Nancy,89.0,61.0,256.0,12.6,7.8
Lycée Simone Weil,Public,Général,Saint-Priest-en-Jarez,3.4,(8),2.0,67.0,9.0,Saint-Priest-en-Jarez 63 avenue Albert Raimond BP 54 42272 Saint-Priest-en-Jarez,97.0,67.0,247.0,12.9,17.8
Lycée polyvalent Jehan de Beauce,Public,Polyvalent,Chartres,4.1,(13),3.0,60.0,11.0,Chartres 20 rue du Commandant Chesne 28000 Chartres,94.0,60.0,582.0,14.0,13.5
Lycée Ernest Bichat,Public,Général,Lunéville,3.2,(9),28.0,59.0,9.0,Lunéville 4 avenue DU DOCTEUR PAUL KAHN 54300 Lunéville,96.0,59.0,302.0,12.7,8.8
Lycée des Récollets,Privé,Général,Longwy,2.8,(3),22.0,69.0,7.0,Longwy 44 rue du Général Pershing 54400 Longwy,99.0,69.0,103.0,13.5,11.4
Lycée Georges Brassens,Public,Polyvalent,Neufchâtel-en-Bray,3.4,(5),6.0,64.0,8.0,Neufchâtel-en-Bray 27 boulevard Gustave Eiffel BP 94 76270 Neufchâtel-en-Bray,93.0,64.0,251.0,13.4,15.8
Lycée Guy de Maupassant,Public,Général,Fécamp,3.3,(12),5.0,54.0,12.0,Fécamp 1575 boulevard Nelson Mandela BP 194 76401 Fécamp,93.0,54.0,358.0,10.2,16.0
Lycée André Chamson (voie générale et technologique),Public,Polyvalent,Le Vigan,3.1,(18),8.0,61.0,8.0,Le Vigan 1 avenue Jean Jaurès BP 29 30120 Le Vigan,97.0,61.0,143.0,14.2,13.7
Lycée polyvalent privé Philippine Duchesne ITEC - Boisfleury,Privé,Polyvalent,Corenc,4.2,(31),10.0,78.0,9.0,Corenc 118 avenue de l'Eygala 38700 Corenc,99.0,78.0,322.0,14.5,15.3
Lycée général et technologique Vincent Auriol,Public,Général,Revel,3.0,(8),20.0,71.0,9.0,Revel 36 route de Sorèze 31250 Revel,97.0,71.0,136.0,13.2,11.9
Lycée polyvalent privé Demotz de la Salle,Privé,Polyvalent,Rumilly,4.5,(7),1.0,71.0,9.0,Rumilly 2 rue du Collège 74150 Rumilly,98.0,71.0,111.0,14.2,17.8
Lycée polyvalent Silvia Monfort,Public,Polyvalent,Luisant,3.1,(12),2.0,52.0,11.0,Luisant 6 rue de l'Orme de Sours BP 9 28600 Luisant,95.0,52.0,377.0,13.5,14.4
Lycée privé Saint-Vincent de Paul (voie générale et technologique),Privé,Polyvalent,Nîmes,4.1,(3),5.0,69.0,7.0,Nîmes 3 boulevard DE BRUXELLES 30020 Nîmes,97.0,69.0,347.0,15.2,14.7
Lycée Philippe Lamour,Public,Général,Nîmes,3.7,(19),7.0,57.0,12.0,Nîmes 36 rue de l'Occitanie BP 14038 30001 Nîmes cedex 5,92.0,57.0,372.0,11.8,14.9
Lycée Jean-Baptiste Dumas (voie générale et technologique),Public,Polyvalent,Alès,3.6,(26),3.0,57.0,13.0,Alès Place de Belgique BP 236 30104 Alès,87.0,57.0,516.0,15.9,9.3
Lycée polyvalent du Grésivaudan,Public,Polyvalent,Meylan,3.8,(10),11.0,71.0,12.0,Meylan 1 avenue du Taillefer 38240 Meylan,96.0,71.0,435.0,11.8,14.9
Lycée et section d'enseignement professionnel Jeanne d'Arc Saint-Ivy,Privé,Polyvalent,Pontivy,3.0,(15),10.0,69.0,9.0,Pontivy 29 rue Abbé Martin BP 30019 56306 Pontivy,96.0,69.0,425.0,15.0,11.7
Lycée Notre-Dame le Ménimur,Privé,Polyvalent,Vannes,3.4,(3),8.0,68.0,7.0,Vannes 71 rue de Metz 56000 Vannes,99.0,68.0,381.0,14.5,16.2
Lycée polyvalent Edouard Branly,Public,Polyvalent,Dreux,4.0,(16),1.0,58.0,11.0,Dreux 29 avenue Kennedy 28100 Dreux,94.0,58.0,507.0,14.7,11.8
Lycée Albert Thomas,Public,Général,Roanne,2.9,(10),1.0,49.0,6.0,Roanne 20 rue Albert Thomas BP 517 42328 Roanne,93.0,49.0,299.0,12.0,18.3
Lycée Henri Poincaré,Public,Général,Nancy,4.1,(25),13.0,69.0,12.0,Nancy 2 rue de la Visitation CS 54202 54042 Nancy,97.0,69.0,419.0,15.1,13.3
Lycée polyvalent M.L Dissard Françoise,Public,Polyvalent,Tournefeuille,2.9,(18),19.0,67.0,7.0,Tournefeuille 5 boulevard Alain Savary BP 21121 31170 Tournefeuille,94.0,67.0,536.0,13.3,11.6
Lycée d'enseignement général et technologique Nelson Mandela,Public,Général,Pibrac,3.9,(7),40.0,77.0,10.0,Pibrac 8 avenue Maurice Fonvieille 31820 Pibrac,99.0,77.0,307.0,11.3,9.1
Lycée Albert Camus,Public,Général,Nîmes,3.6,(18),4.0,57.0,10.0,Nîmes 51 avenue Georges Pompidou BP 7069 30911 Nîmes,94.0,57.0,460.0,14.5,15.3
Lycée polyvalent Paul Mathou,Public,Polyvalent,Gourdan-Polignan,3.2,(13),39.0,51.0,11.0,Gourdan-Polignan Avenue DE LUCHON 31210 Gourdan-Polignan,87.0,51.0,191.0,11.4,9.3
Lycée polyvalent Galilée,Public,Polyvalent,Vienne,2.9,(4),9.0,66.0,7.0,Vienne 124 avenue Général Leclerc BP 145 38209 Vienne,93.0,66.0,229.0,15.6,14.2
Lycée polyvalent Raymond Naves,Public,Polyvalent,Toulouse,2.8,(25),33.0,58.0,11.0,Toulouse 139 route d'Albi BP 52143 31018 Toulouse cedex 2,91.0,58.0,598.0,11.7,5.9
Lycée polyvalent de la Matheysine,Public,Polyvalent,La Mure,2.7,(15),8.0,67.0,8.0,La Mure 3 rue Lesdiguières 38350 La Mure,96.0,67.0,142.0,15.6,10.7
Lycée polyvalent Saint-Joseph Lasalle,Privé,Polyvalent,Vannes,3.8,(9),9.0,75.0,5.0,Vannes 39 boulevard des Iles CS 42404 56010 Vannes,98.0,75.0,220.0,13.2,15.8
Lycée polyvalent Bellevue,Public,Polyvalent,Toulouse,3.3,(14),28.0,64.0,10.0,Toulouse 135 route de Narbonne BP 44370 31031 Toulouse cedex 4,91.0,64.0,598.0,12.3,6.9
Lycée polyvalent Saint Exupéry,Public,Polyvalent,Blagnac,3.4,(18),30.0,64.0,11.0,Blagnac 1 place Alain Savary BP 80093 31703 Blagnac,89.0,64.0,495.0,12.2,9.7
Lycée privé de la Salle (voie générale et technologique),Privé,Polyvalent,Alès,4.3,(14),1.0,69.0,6.0,Alès 17 place Henri Barbusse BP 50319 30106 Alès cedex,93.0,69.0,298.0,16.7,11.9
Lycée polyvalent Déodat de Séverac,Public,Polyvalent,Toulouse,2.9,(16),27.0,45.0,11.0,Toulouse 26 boulevard Déodat de Séverac 31076 Toulouse,89.0,45.0,417.0,11.3,12.4
Lycée Brocéliande,Public,Polyvalent,Guer,3.3,(7),6.0,62.0,10.0,Guer Bellevue BP 07 56383 Guer,95.0,62.0,237.0,12.0,16.2
Lycée Saint-Joseph La Salle,Privé,Polyvalent,Lorient,3.5,(9),7.0,68.0,8.0,Lorient 42 rue de Kerguestenen BP 925 56109 Lorient,96.0,68.0,328.0,16.2,12.3
Lycée polyvalent privé Saint-Marc,Privé,Polyvalent,Nivolas-Vermelle,3.9,(46),4.0,85.0,11.0,Nivolas-Vermelle rue Vernay BP 7 38312 Nivolas-Vermelle,100.0,85.0,417.0,15.2,16.5
Lycée Jeanne d'Arc,Privé,Général,Gourin,5.0,(1),5.0,64.0,11.0,Gourin 2 rue Pénantraon 56110 Gourin,94.0,64.0,59.0,16.4,10.4
Lycée polyvalent Charles de Gaulle,Public,Polyvalent,Muret,3.7,(23),49.0,52.0,10.0,Muret 24 avenue Charles de Gaulle BP 10113 31604 Muret,86.0,52.0,349.0,10.5,6.3
Lycée général et technologique des Arènes,Public,Général,Toulouse,2.8,(15),46.0,60.0,10.0,Toulouse PLACE EMILE MALE 31024 Toulouse,94.0,60.0,274.0,10.5,10.8
Lycée des métiers des sciences et techniques de l'électricité et de la maintenance Jean Hanzelet,Public,Polyvalent,Pont-à-Mousson,3.9,(4),12.0,56.0,6.0,Pont-à-Mousson 79 place de Trey BP 289 54701 Pont-à-Mousson cedex,90.0,56.0,166.0,10.5,15.2
Lycée polyvalent privé Sainte-Thérèse,Privé,Polyvalent,Saint-Gaudens,3.7,(11),15.0,63.0,9.0,Saint-Gaudens 16 rue du Bugatet BP 161 31800 Saint-Gaudens,95.0,63.0,52.0,13.7,7.4
Lycée polyvalent Jean Pierre Vernant,Public,Polyvalent,Pins-Justaret,4.0,(12),16.0,71.0,10.0,Pins-Justaret 9 chemin de la Cépette BP 31860 31860 Pins-Justaret,97.0,71.0,441.0,13.5,7.8
Lycée Benjamin Franklin,Public,Général,Auray,3.8,(15),4.0,65.0,11.0,Auray 1 rue de la Forêt BP 70634 56406 Auray cedex,98.0,65.0,386.0,15.0,16.5
Lycée général Pierre Bourdieu,Public,Général,Fronton,3.7,(33),41.0,72.0,12.0,Fronton avenue de Villaudric BP 54 31620 Fronton,97.0,72.0,285.0,10.4,11.2
Lycée et section d'enseignement professionnel La Mennais,Privé,Polyvalent,Ploërmel,3.9,(28),2.0,80.0,12.0,Ploërmel 2 rue Général Dubreton BP 36 56801 Ploërmel,99.0,80.0,489.0,16.7,14.8
Lycée polyvalent Léonard de Vinci,Public,Polyvalent,Villefontaine,3.1,(9),3.0,61.0,12.0,Villefontaine boulevard de Villefontaine BP 29 38091 Villefontaine,91.0,61.0,382.0,10.6,16.6
Lycée général et technologique l'Oiselet,Public,Général,Bourgoin-Jallieu,2.6,(10),2.0,54.0,13.0,Bourgoin-Jallieu Rue Vaucanson BP 50403 38302 Bourgoin-Jallieu cedex,92.0,54.0,604.0,12.8,17.0
Lycée Jacques Marquette,Public,Général,Pont-à-Mousson,3.6,(14),10.0,66.0,9.0,Pont-à-Mousson Place Foch 54700 Pont-à-Mousson,98.0,66.0,289.0,13.8,15.4
Lycée polyvalent Monnet-Mermoz,Public,Polyvalent,Aurillac,3.3,(6),8.0,45.0,11.0,Aurillac 10 rue du Docteur Chibret BP 535 15005 Aurillac cedex,88.0,45.0,318.0,8.7,9.6
Lycée Saint-Dominique,Privé,Général,Nancy,3.8,(2),7.0,52.0,6.0,Nancy 11 rue du Manège BP 20223 54004 Nancy,98.0,52.0,31.0,15.7,14.6
Lycée polyvalent Edmond Rostand,Public,Polyvalent,Bagnères-de-Luchon,4.8,(4),14.0,63.0,9.0,Bagnères-de-Luchon 2 boulevard Charles de Gaulle 31110 Bagnères-de-Luchon,93.0,63.0,65.0,13.7,13.8
Lycée Georges de la Tour,Public,Général,Nancy,2.7,(3),8.0,48.0,6.0,Nancy 5 rue de la Croix Saint-Claude 54000 Nancy,98.0,48.0,109.0,15.6,15.3
Lycée polyvalent privé Gerbert,Privé,Polyvalent,Aurillac,3.6,(12),6.0,58.0,6.0,Aurillac 47 AVENUE DES PRADES 15000 Aurillac,92.0,58.0,62.0,8.6,12.2
Lycée Jean-Baptiste Vatelot,Privé,Général,Toul,4.7,(1),6.0,76.0,6.0,Toul 6 rue de la République BP 30061 54203 Toul,100.0,76.0,56.0,10.1,15.7
Lycée Saint-Léon IX,Privé,Général,Nancy,3.9,(4),4.0,75.0,5.0,Nancy 32 avenue FOCH 54000 Nancy,100.0,75.0,82.0,16.3,9.8
Lycée général et technologique privé Saint Joseph - La Salle - Campus La Salle,Privé,Général,Toulouse,3.5,(18),9.0,90.0,14.0,Toulouse 85 rue de Limayrac BP 25202 31079 Toulouse cedex 5,100.0,90.0,289.0,11.8,15.0
Lycée polyvalent Jean Zay,Public,Polyvalent,Jarny,3.3,(17),2.0,70.0,8.0,Jarny 2 rue de la Tuilerie BP 39 54800 Jarny,95.0,70.0,362.0,15.8,16.9
Lycée polyvalent privé Les Maristes,Privé,Polyvalent,Toulouse,2.7,(18),5.0,52.0,11.0,Toulouse 134-136 avenue de Lespinet 31400 Toulouse,98.0,52.0,55.0,15.5,12.7
Lycée polyvalent privé Emilie de Rodat,Privé,Polyvalent,Toulouse,3.7,(38),8.0,87.0,10.0,Toulouse 25 avenue de Lombez BP 3183 31027 Toulouse,99.0,87.0,242.0,15.0,10.8
Lycée climatique et sportif Pierre de Coubertin (voie générale et technologique),Public,Spécialisé,Font-Romeu-Odeillo-Via,3.8,(10),1.0,72.0,9.0,Font-Romeu-Odeillo-Via 2 avenue Pierre de Coubertin BP 88 66120 Font-Romeu-Odeillo-Via,98.0,72.0,164.0,14.7,14.7
Lycée privé Beaupeyrat,Privé,Général,Limoges,4.1,(9),1.0,61.0,6.0,Limoges 9 Ter rue Pétiniaud-Beaupeyrat 87036 Limoges,94.0,61.0,60.0,14.7,15.5
Lycée Louise Michel,Public,Polyvalent,Gisors,2.8,(13),15.0,51.0,10.0,Gisors 23 rue d'Eragny 27140 Gisors,89.0,51.0,425.0,11.9,12.2
Lycée Henri Becquerel,Public,Polyvalent,Nangis,2.9,(20),11.0,54.0,7.0,Nangis 1 boulevard Henri Rousselle 77370 Nangis,95.0,54.0,182.0,13.7,12.2
Lycée polyvalent de Pointe-Noire,Public,Polyvalent,Pointe-Noire,3.2,(14),14.0,51.0,10.0,Pointe-Noire Grande Plaine 97116 Pointe-Noire,93.0,51.0,116.0,14.7,15.0
Lycée Javouhey,Privé,Général,Brest,3.3,(12),14.0,49.0,9.0,Brest 4 rue du Rempart CS 63816 29238 Brest,97.0,49.0,139.0,11.1,15.3
Lycée Jean Moulin,Public,Général,Torcy,3.0,(13),18.0,50.0,8.0,Torcy 6-8 avenue Jean Moulin BP 116 77200 Torcy,84.0,50.0,244.0,9.5,13.2
Lycée polyvalent Simone Signoret,Public,Polyvalent,Vaux-le-Pénil,3.9,(17),17.0,56.0,8.0,Vaux-le-Pénil Place du 14 juillet 77000 Vaux-le-Pénil,93.0,56.0,339.0,13.2,10.2
Lycée Les Fontenelles,Public,Polyvalent,Louviers,3.1,(18),20.0,53.0,10.0,Louviers Chemin des Fontenelles BP 617 27406 Louviers,91.0,53.0,402.0,11.8,8.9
Lycée polyvalent les Pannevelles,Public,Polyvalent,Provins,4.3,(7),16.0,48.0,5.0,Provins Route de Chalautre la Petite CS 60330 77481 Provins,86.0,48.0,239.0,13.4,8.4
Lycée et section d'enseignement professionnel Saint-Joseph,Privé,Général,Concarneau,3.9,(15),13.0,70.0,8.0,Concarneau 61 rue Bayard 29187 Concarneau,100.0,70.0,134.0,15.7,2.5
Lycée Uruguay France,Public,Polyvalent,Avon,3.0,(11),19.0,47.0,7.0,Avon 1 avenue des Marronniers CS 70732 77215 Avon,84.0,47.0,371.0,13.1,4.6
Lycée polyvalent Paul Héroult,Public,Polyvalent,Saint-Jean-de-Maurienne,2.9,(10),13.0,56.0,9.0,Saint-Jean-de-Maurienne 307 avenue du Mont Cenis BP 105 73302 Saint-Jean-de-Maurienne,91.0,56.0,335.0,12.4,11.6
Lycée Jean Rostand,Public,Général,Caen,2.9,(25),21.0,46.0,9.0,Caen 98 route d'Ifs CS 85457 14054 Caen cedex 4,93.0,46.0,483.0,12.8,13.3
Lycée de l'Elorn,Public,Polyvalent,Landerneau,3.4,(13),19.0,67.0,9.0,Landerneau 10 place Saint Houardon BP 759 29207 Landerneau cedex,97.0,67.0,400.0,14.9,14.8
Lycée Paul Cornu,Public,Polyvalent,Lisieux,3.3,(6),25.0,53.0,4.0,Lisieux 9 rue Paul Cornu BP 27225 14107 Lisieux cedex,92.0,53.0,190.0,11.4,13.0
Lycée Charles de Gaulle,Public,Général,Caen,3.2,(16),32.0,60.0,8.0,Caen 39 rue d'Hastings BP 56102 14063 Caen,95.0,60.0,231.0,8.4,11.3
Lycée polyvalent Vauban,Public,Polyvalent,Brest,4.2,(6),22.0,61.0,4.0,Brest Rue de Kerichen BP 62506 29225 Brest,88.0,61.0,258.0,14.5,8.8
Lycée Jules Lesven,Public,Général,Brest,2.7,(6),21.0,39.0,8.0,Brest 34 rue Jules Lesven BP 72507 29225 Brest cedex 2,92.0,39.0,223.0,12.4,14.6
Lycée Brizeux,Public,Général,Quimper,3.6,(14),28.0,80.0,11.0,Quimper 6 rue Bourg les Bourgs BP 60308 29191 Quimper cedex,100.0,80.0,209.0,14.3,13.8
Lycée polyvalent Charles Coeffin,Public,Polyvalent,Baie-Mahault,3.4,(10),25.0,54.0,12.0,Baie-Mahault TRIONCELLE Trioncelle 97122 Baie-Mahault,91.0,54.0,381.0,11.7,8.1
Lycée Saint-Sébastien - Les 2 Rives,Privé,Général,Landerneau,3.8,(14),30.0,73.0,12.0,Landerneau 4 rue H de Guébriant BP 30819 29208 Landerneau,100.0,73.0,158.0,7.8,14.2
Lycée Sonia Delaunay,Public,Polyvalent,Cesson,3.5,(21),21.0,60.0,8.0,Cesson 1 rue Aimé Césaire 77240 Cesson,94.0,60.0,266.0,13.0,12.7
Campus scolaire de Coulommiers,Public,Polyvalent,Coulommiers,2.7,(35),27.0,53.0,10.0,Coulommiers 6 rue des templiers 77527 Coulommiers,89.0,53.0,516.0,12.7,10.3
Lycée Jehan de Chelles,Public,Polyvalent,Chelles,2.4,(36),31.0,49.0,8.0,Chelles 47 rue des Cités BP 122 77649 Chelles,89.0,49.0,329.0,10.4,12.5
Lycée Etienne Bezout,Public,Polyvalent,Nemours,3.0,(18),37.0,52.0,10.0,Nemours 31 avenue Etienne Dailly 77140 Nemours,89.0,52.0,351.0,11.9,8.3
Lycée Polyvalent Gustave Jaume,Public,Polyvalent,Pierrelatte,2.7,(11),24.0,51.0,9.0,Pierrelatte avenue Henri Becquerel BP 143 26702 Pierrelatte,86.0,51.0,326.0,11.1,9.5
Lycée polyvalent Algoud-Laffemas,Public,Polyvalent,Valence,4.1,(2),21.0,51.0,12.0,Valence rue Barthélémy de Laffemas BP 26 26901 Valence,90.0,51.0,539.0,11.6,8.5
Lycée polyvalent Frédéric Joliot-Curie,Public,Polyvalent,Dammarie-les-Lys,2.4,(12),32.0,52.0,11.0,Dammarie-les-Lys 168 rue Frédéric Joliot-Curie BP 36 77196 Dammarie-les-Lys,88.0,52.0,515.0,12.5,11.4
Lycée François Couperin,Public,Général,Fontainebleau,3.4,(22),35.0,62.0,10.0,Fontainebleau Route Hurtault 77305 Fontainebleau,97.0,62.0,395.0,12.3,9.3
Lycée polyvalent Blaise Pascal,Public,Polyvalent,Brie-Comte-Robert,2.4,(30),40.0,56.0,8.0,Brie-Comte-Robert 15 allée Commandant Guesnet BP 83 77170 Brie-Comte-Robert,89.0,56.0,364.0,11.6,6.2
Lycée Samuel Beckett,Public,Général,La Ferté-sous-Jouarre,2.9,(18),33.0,48.0,8.0,La Ferté-sous-Jouarre 19 rue du Lion 77260 La Ferté-sous-Jouarre,90.0,48.0,250.0,12.5,6.7
Lycée polyvalent de Serris Emilie du Châtelet,Public,Polyvalent,Serris,3.1,(24),50.0,60.0,7.0,Serris 35 cours du Danube 77700 Serris,92.0,60.0,388.0,10.7,10.7
